,Location,Total sqft,price,area_type,availability,bhk,type,housing_type
1795,Mira Road East,795,65.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1796,Mira Road East,1300,140.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1797,Andheri West,975,295.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1798,Thane West,1100,120.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1799,Andheri West,1700,575.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
1800,Malad West,856,154.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1801,Malad West,868,152.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1802,Malad West,869,150.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1803,Mulund West,3000,530.0,Super built-up  Area,Ready To Move,5,BHK,Apartment
1804,Mulund West,2000,382.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
1805,Mulund West,2000,261.0,Built-up  Area,Ready To Move,3,BHK,Apartment
1806,Malad West,856,162.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1807,Malad West,856,160.0,Carpet  Area,Ready To Move,2,BHK,Apartment
1808,Mulund West,800,128.0,Carpet  Area,Ready To Move,1,BHK,Apartment
1809,Cuffe Parade,1200,575.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1810,Mulund West,2000,170.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1811,Mulund West,800,113.99999999999999,Super built-up  Area,Ready To Move,1,BHK,Apartment
1812,Mulund West,800,115.99999999999999,Super built-up  Area,Ready To Move,1,BHK,Apartment
1813,Mulund West,2000,170.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1814,Mulund West,2000,170.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1815,Mulund West,2000,188.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1816,Mulund West,2000,310.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1817,Mulund West,800,118.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1818,Mulund West,400,60.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
1819,Mulund West,1700,180.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1820,Bhandup East,1000,120.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1821,Bhandup East,600,72.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1822,Bhandup West,1000,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
1823,Chembur,600,75.0,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
1824,Chembur,1000,129.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1825,Bhandup West,800,70.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1826,Malad West,450,51.0,Plot  Area,Not Ready Yet,1,BHK,Apartment
1827,Bhandup East,1000,112.00000000000001,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1828,Bhandup East,600,72.0,Plot  Area,Not Ready Yet,1,RK,StudioApartment
1829,Bhandup East,800,105.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1830,Ulwe,640,38.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1831,Mira Road East,337,57.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
1832,Mira Road East,552,80.99,Super built-up  Area,Ready To Move,2,BHK,Apartment
1833,Mira Road East,358,59.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
1834,Dombivali,600,28.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1835,Bhandup East,1000,120.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1836,Bhiwandi,800,34.2,Plot  Area,Ready To Move,1,BHK,Apartment
1837,Mira Road East,426,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1838,Mira Road East,360,84.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1839,Mira Road East,640,145.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1840,Mulund West,800,127.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1841,Mulund West,1200,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1842,Mulund West,1200,163.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1843,Mulund West,1200,163.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1844,Mulund West,2000,266.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1845,Chembur,870,90.0,Plot  Area,Not Ready Yet,1,BHK,Apartment
1846,Chembur,2000,345.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
1847,Badlapur East,375,19.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1848,Bhayandar East,1845,260.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1849,Bhayandar East,1025,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1850,Mira Road East,968,78.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1851,Bhandup West,600,111.00000000000001,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1852,Bhandup West,600,78.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1853,Bhandup West,600,71.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1854,Bhandup West,800,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
1855,Bhandup West,200,26.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
1856,Dahisar,990,101.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1857,Malad West,800,135.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1858,Malad West,620,89.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1859,Bhayandar East,725,62.51,Super built-up  Area,Ready To Move,1,BHK,Apartment
1860,Mira Road East,327,76.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1861,Mira Road East,308,74.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1862,Mira Road East,357,82.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1863,Mira Road East,633,140.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1864,Mira Road East,339,77.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1865,Mira Road East,157,73.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1866,Mira Road East,506,105.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1867,Mira Road East,323,75.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1868,Mira Road East,527,110.00000000000001,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1869,Mira Road East,485,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1870,Mira Road East,349,80.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1871,Mira Road East,400,88.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1872,Mira Road East,347,79.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1873,Mira Road East,365,86.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1874,Malad West,450,52.1,Super built-up  Area,Ready To Move,1,BHK,Apartment
1875,Malad West,450,51.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1876,Bhandup East,600,72.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
1877,Bhandup East,800,105.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1878,Bhandup East,1000,112.00000000000001,Plot  Area,Ready To Move,2,BHK,Apartment
1879,Chembur,1000,129.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1880,Bhandup West,800,70.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1881,Santacruz East,1000,300.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
1882,Malad East,690,140.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1883,Bhandup West,600,111.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
1884,Bhandup West,600,78.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1885,Bhandup West,600,71.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1886,Bhandup West,800,110.00000000000001,Built-up  Area,Ready To Move,2,BHK,Apartment
1887,Bhandup West,200,26.0,Built-up  Area,Ready To Move,1,RK,StudioApartment
1888,Mulund West,1000,153.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1889,Mulund West,800,127.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1890,Mulund West,1200,160.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1891,Mulund West,1200,163.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1892,Mulund West,1200,163.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1893,Mulund West,2000,266.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1894,Mulund West,800,128.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1895,Cuffe Parade,1200,575.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1896,Mulund West,2000,170.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1897,Mulund West,800,113.99999999999999,Super built-up  Area,Ready To Move,1,BHK,Apartment
1898,Mulund West,800,115.99999999999999,Super built-up  Area,Ready To Move,1,BHK,Apartment
1899,Mulund West,2000,170.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1900,Mulund West,2000,170.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1901,Mulund West,2000,310.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1902,Mulund West,800,118.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1903,Mulund West,400,60.0,Built-up  Area,Ready To Move,1,RK,StudioApartment
1904,Mulund West,1700,180.0,Carpet  Area,Not Ready Yet,2,BHK,Apartment
1905,Mulund West,400,65.0,Built-up  Area,Ready To Move,1,RK,StudioApartment
1906,Mulund West,800,120.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1907,Jogeshwari West,1700,500.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1908,Malad West,850,158.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1909,Andheri West,1361,415.00000000000006,Super built-up  Area,Ready To Move,2,BHK,Apartment
1910,Malad West,877,156.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1911,Malad West,856,154.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1912,Malad West,868,152.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1913,Malad West,869,150.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1914,Kalyan East,1040,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1915,Mulund West,1200,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1916,Mulund West,800,127.0,Plot  Area,Ready To Move,1,BHK,Apartment
1917,Mulund West,800,127.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1918,Malad West,850,150.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1919,Malad West,1050,204.99999999999997,Super built-up  Area,Ready To Move,3,BHK,Apartment
1920,Thane West,740,84.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1921,Thane West,650,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1922,Thane West,650,88.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1923,Thane West,650,70.0,Carpet  Area,Ready To Move,1,BHK,Apartment
1924,Thane West,850,105.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1925,Thane West,1350,157.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1926,Thane West,1200,89.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1927,Thane West,555,65.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1928,Thane West,1050,95.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1929,Thane West,711,71.01,Super built-up  Area,Ready To Move,1,BHK,Apartment
1930,Karjat,600,14.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
1931,Karjat,800,21.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1932,Karjat,700,14.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
1933,Karjat,850,22.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1934,Karjat,700,16.7,Built-up  Area,Ready To Move,1,BHK,Apartment
1935,Karjat,450,11.5,Built-up  Area,Ready To Move,1,RK,StudioApartment
1936,Karjat,950,21.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1937,Karjat,680,15.4,Super built-up  Area,Ready To Move,1,BHK,Apartment
1938,Karjat,850,19.6,Super built-up  Area,Ready To Move,2,BHK,Apartment
1939,Karjat,430,11.8,Super built-up  Area,Ready To Move,1,RK,StudioApartment
1940,Karjat,690,15.6,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1941,Mira Road East,1062,92.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1942,Mira Road East,711,67.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1943,Mira Road East,756,69.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1944,Karjat,400,13.5,Plot  Area,Not Ready Yet,1,RK,StudioApartment
1945,Agripada,1120,250.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1946,Andheri West,1250,208.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1947,Mira Road East,1300,140.0,Built-up  Area,Ready To Move,3,BHK,Apartment
1948,Andheri West,975,295.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1949,Thane West,1100,120.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1950,Andheri West,1700,575.0,Plot  Area,Ready To Move,3,BHK,Apartment
1951,Mira Road East,955,107.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1952,Mira Road East,1045,140.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1953,Mira Road East,750,75.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1954,Mira Road East,755,63.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1955,Thane West,600,65.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1956,Thane West,650,75.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1957,Thane West,850,85.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1958,Thane West,950,100.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1959,Thane West,1200,120.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1960,Thane West,555,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1961,Thane West,1050,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1962,Thane West,711,71.01,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1963,Mira Road East,850,73.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1964,Thane West,1250,180.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1965,Andheri West,1600,270.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1966,Thane West,1050,125.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1967,Thane West,1080,120.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1968,Malad West,600,105.0,Plot  Area,Ready To Move,1,BHK,Apartment
1969,Malad West,600,95.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1970,Malad West,600,100.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1971,Mira Road East,1062,92.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1972,Mira Road East,711,67.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1973,Mira Road East,1100,85.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1974,Mira Road East,750,68.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1975,Mira Road East,750,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1976,Mira Road East,660,64.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1977,Mira Road East,660,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1978,Kandivali East,1250,235.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1979,Badlapur East,885,39.8,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1980,Bhayandar East,1080,85.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1981,Bhayandar East,740,69.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1982,Bhayandar East,740,68.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1983,Goregaon West,1000,240.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1984,Kandivali East,2500,530.0,Super built-up  Area,Not Ready Yet,4,BHK,Apartment
1985,Kandivali East,885,175.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1986,Borivali East,625,114.99999999999999,Super built-up  Area,Ready To Move,1,BHK,Apartment
1987,Mira Road East,675,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1988,Panvel,850,78.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1989,Andheri West,1550,400.0,Built-up  Area,Ready To Move,3,BHK,Apartment
1990,Thane West,1040,125.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1991,Thane West,1050,114.99999999999999,Built-up  Area,Ready To Move,2,BHK,Apartment
1992,Mira Road East,990,77.0,Plot  Area,Ready To Move,2,BHK,Apartment
1993,Mira Road East,756,69.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1994,Andheri West,1250,208.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1995,Mira Road East,955,107.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1996,Mira Road East,1045,140.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1997,Mira Road East,750,75.0,Built-up  Area,Not Ready Yet,1,BHK,Apartment
1998,Mira Road East,755,63.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1999,Mira Road East,1300,140.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2000,Thane West,1250,180.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2001,Bhayandar East,750,84.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2002,Malad West,750,165.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2003,Malad West,700,155.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2004,Thane West,1018,142.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2005,Malad West,650,102.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2006,Malad West,600,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2007,Karjat,980,26.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2008,Karjat,950,26.5,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2009,Karjat,650,19.8,Super built-up  Area,Ready To Move,1,BHK,Apartment
2010,Mira Road East,850,73.0,Plot  Area,Ready To Move,1,BHK,Apartment
2011,Karjat,950,27.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2012,Karjat,850,26.5,Plot  Area,Ready To Move,2,BHK,Apartment
2013,Karjat,680,19.2,Super built-up  Area,Ready To Move,1,BHK,Apartment
2014,Karjat,950,27.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2015,Karjat,600,18.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2016,Karjat,900,22.5,Built-up  Area,Not Ready Yet,2,BHK,Apartment
2017,Karjat,680,19.5,Super built-up  Area,Not Ready Yet,1,BHK,IndependentHouse
2018,Thane West,740,92.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2019,Karjat,400,13.0,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
2020,Malad West,700,155.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2021,Thane West,1018,142.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2022,Malad West,650,102.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2023,Malad West,600,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2024,Thane West,740,92.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2025,Malad West,750,165.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2026,Malad West,750,107.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2027,Thane West,1080,150.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2028,Kalamboli,723,57.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2029,Karjat,680,18.6,Super built-up  Area,Ready To Move,1,BHK,Apartment
2030,Karjat,950,26.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2031,Karjat,650,19.8,Super built-up  Area,Ready To Move,1,BHK,Apartment
2032,Kalamboli,1425,125.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2033,Kalamboli,667,55.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2034,Karjat,980,26.5,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2035,Kalamboli,1167,92.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2036,Kalamboli,1095,90.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2037,Karjat,950,27.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2038,Karjat,850,26.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2039,Karjat,680,19.2,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2040,Mira Road East,730,64.24,Super built-up  Area,Ready To Move,1,BHK,Apartment
2041,Mira Road East,730,64.24,Super built-up  Area,Ready To Move,1,BHK,Apartment
2042,Malad West,750,107.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2043,Thane West,1080,150.0,Plot  Area,Not Ready Yet,2,BHK,Apartment
2044,Thane West,950,100.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2045,Greater Khanda,788,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2046,Kalamboli,1425,125.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2047,Kalamboli,667,55.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2048,Karjat,980,26.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2049,Karjat,950,26.5,Built-up  Area,Ready To Move,2,BHK,Apartment
2050,Karjat,650,19.8,Built-up  Area,Ready To Move,1,BHK,Apartment
2051,Kalamboli,1167,92.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2052,Kalamboli,1095,90.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2053,Thane West,740,92.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
